study_id;median_N;se_N;N;total_SNP;mean_beta;result_lin_reg;delta_prop;over_threshold;beta_PZ;se_beta_PZ;intercept_PZ;se_intercept_PZ
NEALE2_1707_2;0.999996171662716;0.09310010506130474;360913.0;13607403;1.1973052680178842e-05;Row(beta=0.999980092048645, beta_stderr=2.233046192401389e-09, intercept=-9.419514981345856e-07, intercept_stderr=1.4526148062188327e-09);0.004637621958188328;60989;0.999980092048645;2.233046192401389e-09;-9.419514981345856e-07;1.4526148062188327e-09
NEALE2_1747_2;1.0000015721342637;0.09291600434655328;360270.0;13581244;-9.62178074679948e-05;Row(beta=1.0003002882003784, beta_stderr=5.952021453481393e-08, intercept=-0.00014446307613980025, intercept_stderr=6.9217179543557e-08);0.004639039488929185;60940;1.0003002882003784;5.952021453481393e-08;-0.00014446307613980025;6.9217179543557e-08
NEALE2_1747_3;0.9999922328165987;0.0937138967079269;360270.0;13644926;-5.641833541042867e-06;Row(beta=1.0001535415649414, beta_stderr=5.054558016581723e-08, intercept=-8.150260691763833e-05, intercept_stderr=4.739284875654448e-08);0.004632219244808215;60992;1.0001535415649414;5.054558016581723e-08;-8.150260691763833e-05;4.739284875654448e-08
NEALE2_1747_5;1.0000025508029016;0.09290208846827126;360270.0;13582833;0.00015720523866936937;Row(beta=1.0002036094665527, beta_stderr=5.625843613188408e-08, intercept=-0.00010686603491194546, intercept_stderr=5.99736367234982e-08);0.004641962506880477;60989;1.0002036094665527;5.625843613188408e-08;-0.00010686603491194546;5.99736367234982e-08
NEALE2_1777;1.0000033756832016;0.0929015562306114;355467.0;13563149;0.0001022716059532081;Row(beta=0.9999783635139465, beta_stderr=1.3251825192739375e-09, intercept=-2.0497837738275848e-07, intercept_stderr=8.227449277420362e-10);0.004645207934122091;60987;0.9999783635139465;1.3251825192739375e-09;-2.0497837738275848e-07;8.227449277420362e-10
NEALE2_1787;0.9999980810273129;0.09299180221128821;309942.0;13634653;0.00022149501571054966;Row(beta=0.9999815225601196, beta_stderr=2.2251813724949443e-09, intercept=-1.3513688372768229e-06, intercept_stderr=1.575113817153806e-09);0.0046324857889876135;60980;0.9999815225601196;2.2251813724949443e-09;-1.3513688372768229e-06;1.575113817153806e-09
NEALE2_1797;0.999992040068088;0.09338612057010488;351538.0;13630595;-6.832256382488197e-05;Row(beta=0.9999791383743286, beta_stderr=2.276911104104329e-09, intercept=-5.186811904422939e-07, intercept_stderr=1.4499103029308458e-09);0.004634806245375394;61003;0.9999791383743286;2.276911104104329e-09;-5.186811904422939e-07;1.4499103029308458e-09
NEALE2_1807_raw;0.99999323409623;0.09460157649262305;266231.0;13657752;-0.0013930573148765956;Row(beta=1.000011682510376, beta_stderr=2.6838731237432967e-09, intercept=-2.9740745048911776e-06, intercept_stderr=1.7791019768509386e-09);0.004630543225907656;60986;1.000011682510376;2.6838731237432967e-09;-2.9740745048911776e-06;1.7791019768509386e-09
NEALE2_1835;1.0000027187353964;0.0936887831281241;355029.0;13644079;6.405802540250531e-05;Row(beta=0.9999791979789734, beta_stderr=3.1215408036189274e-09, intercept=-5.729531267206767e-07, intercept_stderr=1.9662576011825195e-09);0.004632223818312808;60992;0.9999791979789734;3.1215408036189274e-09;-5.729531267206767e-07;1.9662576011825195e-09
NEALE2_1873;0.9999986041264933;0.09462455703649236;355326.0;13664145;4.8210276228562194e-05;Row(beta=1.0000079870224, beta_stderr=1.6769911015401817e-09, intercept=-1.9400083601794904e-06, intercept_stderr=1.0891830770631827e-09);0.004630651400162213;60993;1.0000079870224;1.6769911015401817e-09;-1.9400083601794904e-06;1.0891830770631827e-09
NEALE2_1920;0.9999969069538649;0.09380737841467081;352604.0;13647029;6.866355923329581e-05;Row(beta=0.9999922513961792, beta_stderr=6.937754370994753e-09, intercept=-6.941684205230558e-06, intercept_stderr=5.6930495873075415e-09);0.004631690991353807;60989;0.9999922513961792;6.937754370994753e-09;-6.941684205230558e-06;5.6930495873075415e-09
NEALE2_1940;0.9999975274470113;0.09364758882126868;345231.0;13635135;2.7282898553033262e-06;Row(beta=0.9999887943267822, beta_stderr=5.254404022991821e-09, intercept=-5.061804586148355e-06, intercept_stderr=4.178472234883657e-09);0.004633473652768575;60994;0.9999887943267822;5.254404022991821e-09;-5.061804586148355e-06;4.178472234883657e-09
NEALE2_1960;0.9999908435839082;0.09379147266559265;353764.0;13644572;0.00015380640838628276;Row(beta=0.9999892115592957, beta_stderr=5.467140962167605e-09, intercept=-5.39705115443212e-06, intercept_stderr=4.482096915836564e-09);0.004632096155848532;60991;0.9999892115592957;5.467140962167605e-09;-5.39705115443212e-06;4.482096915836564e-09
NEALE2_1970;1.0000018509940327;0.09371908030497236;351829.0;13631208;-5.549139322576674e-05;Row(beta=0.999990701675415, beta_stderr=5.972719208102717e-09, intercept=-6.0614947869908065e-06, intercept_stderr=4.842306999819357e-09);0.00463380827000034;60991;0.999990701675415;5.972719208102717e-09;-6.0614947869908065e-06;4.842306999819357e-09
NEALE2_1980;1.0000007815570904;0.09370955612593398;351833.0;13645997;-5.931715925121337e-05;Row(beta=0.9999943375587463, beta_stderr=7.659526346515122e-09, intercept=-8.024656381167006e-06, intercept_stderr=6.4753344908297095e-09);0.004631798627753047;60989;0.9999943375587463;7.659526346515122e-09;-8.024656381167006e-06;6.4753344908297095e-09
NEALE2_1990;0.9999951567722809;0.09346854333304981;350159.0;13623168;0.00015263299678806809;Row(beta=0.9999823570251465, beta_stderr=2.569328971802065e-09, intercept=-1.9691037778102327e-06, intercept_stderr=1.9355668179343866e-09);0.004634591861053287;60985;0.9999823570251465;2.569328971802065e-09;-1.9691037778102327e-06;1.9355668179343866e-09
NEALE2_20001_1003;0.9999981888550163;0.08596247825471676;361141.0;10998882;6.984643240321035e-05;Row(beta=0.9999784231185913, beta_stderr=1.7575733091135248e-09, intercept=-2.6157292154493916e-07, intercept_stderr=1.08679976129622e-09);0.0055670014209201575;60308;0.9999784231185913;1.7575733091135248e-09;-2.6157292154493916e-07;1.08679976129622e-09
NEALE2_20001_1006;0.9999985345635225;0.08150871541223098;361141.0;8679637;0.0005345305622967171;Row(beta=0.9999781847000122, beta_stderr=1.7961172549263438e-09, intercept=-1.7010461306199431e-07, intercept_stderr=1.1070033778537436e-09);0.006883212731681761;58887;0.9999781847000122;1.7961172549263438e-09;-1.7010461306199431e-07;1.1070033778537436e-09
NEALE2_20001_1017;0.9999996913929018;0.08073308762401808;361141.0;7763343;0.0010215303608807334;Row(beta=0.9999783039093018, beta_stderr=1.9146739749231756e-09, intercept=-2.161130083777607e-07, intercept_stderr=1.1890309847828462e-09);0.007540346245378229;57675;0.9999783039093018;1.9146739749231756e-09;-2.161130083777607e-07;1.1890309847828462e-09
NEALE2_20001_1018;0.9999983491634956;0.0806837814076351;361141.0;7422445;0.0005630456344226147;Row(beta=0.9999781250953674, beta_stderr=1.8013246450010456e-09, intercept=-1.3574155843798508e-07, intercept_stderr=1.1034726465908307e-09);0.007800119993430038;57035;0.9999781250953674;1.8013246450010456e-09;-1.3574155843798508e-07;1.1034726465908307e-09
NEALE2_20001_1024;0.9999984183663005;0.080671692609126;361141.0;7486462;-0.0008233253161322642;Row(beta=0.999978244304657, beta_stderr=1.893462941993107e-09, intercept=-1.7692691756110435e-07, intercept_stderr=1.1614812445159828e-09);0.007750037659388021;57159;0.999978244304657;1.893462941993107e-09;-1.7692691756110435e-07;1.1614812445159828e-09
NEALE2_20001_1030;0.9999971037018393;0.08066730603128162;361141.0;7075638;0.00029979343771801897;Row(beta=0.9999781847000122, beta_stderr=1.7678817298971694e-09, intercept=-1.6762133725478634e-07, intercept_stderr=1.0872514000226374e-09);0.00807633585814781;56289;0.9999781847000122;1.7678817298971694e-09;-1.6762133725478634e-07;1.0872514000226374e-09
NEALE2_20001_1035;0.999997082333658;0.08463307499958674;361141.0;10501361;0.00045514779676877063;Row(beta=0.999978244304657, beta_stderr=1.6913629385939544e-09, intercept=-1.8875216767355596e-07, intercept_stderr=1.052042231108885e-09);0.005809737894286379;60142;0.999978244304657;1.6913629385939544e-09;-1.8875216767355596e-07;1.052042231108885e-09
NEALE2_20001_1052;1.0000003536548698;0.08191824437120729;361141.0;9090830;-0.00014358274691573478;Row(beta=0.9999784231185913, beta_stderr=1.8583502514601946e-09, intercept=-2.5342572484987613e-07, intercept_stderr=1.1523074716635051e-09);0.006613536107825041;59271;0.9999784231185913;1.8583502514601946e-09;-2.5342572484987613e-07;1.1523074716635051e-09
NEALE2_20001_1061;1.0000008503135285;0.09160637255774134;361141.0;12955134;-0.00047436958779019346;Row(beta=0.999981164932251, beta_stderr=3.5708911383380837e-09, intercept=-1.4171110933602904e-06, intercept_stderr=2.3213329036764208e-09);0.004820555202732443;60883;0.999981164932251;3.5708911383380837e-09;-1.4171110933602904e-06;2.3213329036764208e-09
NEALE2_20001_1065;0.9999992611936493;0.0818094989046852;361141.0;8990673;0.000195161161795322;Row(beta=0.9999788999557495, beta_stderr=2.5696145211639987e-09, intercept=-4.49979950190027e-07, intercept_stderr=1.59507174135598e-09);0.006676953020323541;59177;0.9999788999557495;2.5696145211639987e-09;-4.49979950190027e-07;1.59507174135598e-09
NEALE2_20001_1073;0.999998791931757;0.08282306971650771;361141.0;9690491;-0.0007835382425870047;Row(beta=0.999978244304657, beta_stderr=1.6939774027946441e-09, intercept=-1.839292878003107e-07, intercept_stderr=1.0516866266740976e-09);0.006250901990013669;59729;0.999978244304657;1.6939774027946441e-09;-1.839292878003107e-07;1.0516866266740976e-09
NEALE2_20001_99999;1.0;0.08218347461887032;361141.0;9282073;-0.0003810733353660697;Row(beta=0.999978244304657, beta_stderr=1.7301738930441957e-09, intercept=-1.7737477264745394e-07, intercept_stderr=1.061079224484729e-09);0.006496744251915537;59454;0.999978244304657;1.7301738930441957e-09;-1.7737477264745394e-07;1.061079224484729e-09
NEALE2_20002_1065;0.9999906490780259;0.0934854566805416;361141.0;13634242;3.153384596195293e-05;Row(beta=1.0000114440917969, beta_stderr=1.5679185949579733e-08, intercept=-1.8042439478449523e-05, intercept_stderr=1.5825605714780977e-08);0.004633452307127572;60992;1.0000114440917969;1.5679185949579733e-08;-1.8042439478449523e-05;1.5825605714780977e-08
NEALE2_20002_1067;0.9999959644970449;0.08375703512079993;361141.0;10099716;-0.0002930492563539909;Row(beta=0.9999781847000122, beta_stderr=1.8311133720416706e-09, intercept=-1.6349399345472193e-07, intercept_stderr=1.1296144020178644e-09);0.006020656279449708;59958;0.9999781847000122;1.8311133720416706e-09;-1.6349399345472193e-07;1.1296144020178644e-09
NEALE2_20002_1076;0.9999971370624533;0.08124905226011934;361141.0;8463269;0.0002754232669826076;Row(beta=0.9999781847000122, beta_stderr=1.816203631932467e-09, intercept=-1.6835629423894716e-07, intercept_stderr=1.1247266451519522e-09);0.007031238947750299;58648;0.9999781847000122;1.816203631932467e-09;-1.6835629423894716e-07;1.1247266451519522e-09
NEALE2_20002_1082;0.9999979157630702;0.08695783090582876;361141.0;11338276;3.167044310207947e-05;Row(beta=0.999978244304657, beta_stderr=1.498969282032192e-09, intercept=-1.8065044571358158e-07, intercept_stderr=9.295397229713842e-10);0.0054160961781940815;60424;0.999978244304657;1.498969282032192e-09;-1.8065044571358158e-07;9.295397229713842e-10
NEALE2_20002_1094;1.0000001236712943;0.09294709699445863;361141.0;13560636;4.376112104233016e-05;Row(beta=1.0000191926956177, beta_stderr=3.128814185515694e-08, intercept=-1.833213354984764e-05, intercept_stderr=2.073163329896488e-08);0.004645855321016041;60989;1.0000191926956177;3.128814185515694e-08;-1.833213354984764e-05;2.073163329896488e-08
NEALE2_20002_1111;0.9999938658254582;0.09315047904420293;361141.0;13613134;1.663212433859786e-05;Row(beta=1.0002695322036743, beta_stderr=6.361118920494846e-08, intercept=-0.00014730436669196934, intercept_stderr=8.669658058124696e-08);0.004636746621802691;60991;1.0002695322036743;6.361118920494846e-08;-0.00014730436669196934;8.669658058124696e-08
NEALE2_20002_1112;0.9999994204424207;0.08662632069443348;361141.0;11228274;-3.854173306318041e-05;Row(beta=0.9999783039093018, beta_stderr=1.5705189371217898e-09, intercept=-2.1904139657635824e-07, intercept_stderr=9.820766422308225e-10);0.005463961227120205;60388;0.9999783039093018;1.5705189371217898e-09;-2.1904139657635824e-07;9.820766422308225e-10
NEALE2_20002_1113;0.9999911884998522;0.09289221170908755;361141.0;13538665;0.0006705120032484106;Row(beta=0.9999784827232361, beta_stderr=1.3165886159072215e-09, intercept=-2.7495897825247084e-07, intercept_stderr=8.392328498807444e-10);0.004651217772063026;60988;0.9999784827232361;1.3165886159072215e-09;-2.7495897825247084e-07;8.392328498807444e-10
NEALE2_20002_1115;0.9999983027212304;0.08068722748075906;361141.0;7258101;-0.00019160208693729558;Row(beta=0.9999784231185913, beta_stderr=1.930450022058494e-09, intercept=-2.482938441517035e-07, intercept_stderr=1.2016048156482384e-09);0.007929706791342946;56696;0.9999784231185913;1.930450022058494e-09;-2.482938441517035e-07;1.2016048156482384e-09
NEALE2_20002_1123;0.9999946355135747;0.08614266575667381;361141.0;11056612;0.0002633379305537373;Row(beta=0.9999783039093018, beta_stderr=1.5791959961930502e-09, intercept=-2.1730669175212824e-07, intercept_stderr=9.874216999605778e-10);0.005540660007968103;60329;0.9999783039093018;1.5791959961930502e-09;-2.1730669175212824e-07;9.874216999605778e-10
NEALE2_20002_1125;1.0000005657408817;0.08638270280870014;361141.0;11139145;0.0006117001683932416;Row(beta=0.999978244304657, beta_stderr=1.547460493078745e-09, intercept=-1.9051238098199974e-07, intercept_stderr=9.545771950669746e-10);0.005504132088228415;60365;0.999978244304657;1.547460493078745e-09;-1.9051238098199974e-07;9.545771950669746e-10
NEALE2_20002_1135;0.9999973353009028;0.08432130237508578;361141.0;10368420;8.505209424885573e-05;Row(beta=0.9999781847000122, beta_stderr=1.7380200612038266e-09, intercept=-1.6365585508992808e-07, intercept_stderr=1.0714849008053307e-09);0.0058779461144413655;60085;0.9999781847000122;1.7380200612038266e-09;-1.6365585508992808e-07;1.0714849008053307e-09
NEALE2_20002_1136;1.0000011788443965;0.08358879074889425;361141.0;10025898;6.0604518046053827e-05;Row(beta=0.9999783635139465, beta_stderr=1.9196317868619417e-09, intercept=-2.3779129776357877e-07, intercept_stderr=1.186475251380159e-09);0.006059864273120758;59908;0.9999783635139465;1.9196317868619417e-09;-2.3779129776357877e-07;1.186475251380159e-09
NEALE2_20002_1142;0.9999982917246916;0.09009419316277602;361141.0;12433352;0.00030918995254674463;Row(beta=0.9999781847000122, beta_stderr=1.3572492019164883e-09, intercept=-1.5239501749420015e-07, intercept_stderr=8.377523674774068e-10);0.004991452311524743;60737;0.9999781847000122;1.3572492019164883e-09;-1.5239501749420015e-07;8.377523674774068e-10
NEALE2_20002_1155;1.0000019741680226;0.08213860768910491;361141.0;9245373;-2.8585519852953502e-05;Row(beta=0.9999783635139465, beta_stderr=1.802052285171385e-09, intercept=-2.2501210139580508e-07, intercept_stderr=1.1146430445307942e-09);0.006519443355280206;59425;0.9999783635139465;1.802052285171385e-09;-2.2501210139580508e-07;1.1146430445307942e-09
NEALE2_20002_1157;0.9999976193454948;0.08200286511209198;361141.0;9152935;-0.0006670313604693272;Row(beta=0.9999781250953674, beta_stderr=1.7031768217989907e-09, intercept=-1.276839611819014e-07, intercept_stderr=1.045083464212837e-09);0.00657701237317907;59348;0.9999781250953674;1.7031768217989907e-09;-1.276839611819014e-07;1.045083464212837e-09
NEALE2_20002_1158;0.9999971324624733;0.08140019268577468;361141.0;8575280;0.0009456662057069513;Row(beta=0.9999784827232361, beta_stderr=1.90571625147129e-09, intercept=-2.731450479132036e-07, intercept_stderr=1.1894814022639366e-09);0.006953737272916796;58772;0.9999784827232361;1.90571625147129e-09;-2.731450479132036e-07;1.1894814022639366e-09
NEALE2_20002_1161;0.9999997926815472;0.08105347003524861;361141.0;8131807;-0.0004504106632844356;Row(beta=0.999978244304657, beta_stderr=1.8735053508578403e-09, intercept=-1.9378650506496342e-07, intercept_stderr=1.159530027550204e-09);0.007264432273342625;58211;0.999978244304657;1.8735053508578403e-09;-1.9378650506496342e-07;1.159530027550204e-09
NEALE2_20002_1162;1.0000059617888282;0.09294113391416567;361141.0;13555326;0.00025561095326384034;Row(beta=0.9999895095825195, beta_stderr=1.7357878689949757e-08, intercept=-5.143750513525447e-06, intercept_stderr=1.1208139305551867e-08);0.0046470291479948755;60989;0.9999895095825195;1.7357878689949757e-08;-5.143750513525447e-06;1.1208139305551867e-08
NEALE2_20002_1163;1.0000000064629486;0.08205020893543265;361141.0;9183043;0.00032829771054140606;Row(beta=0.999978244304657, beta_stderr=1.8098683662870485e-09, intercept=-1.8133161461264535e-07, intercept_stderr=1.112777647804819e-09);0.006558233176150317;59374;0.999978244304657;1.8098683662870485e-09;-1.8133161461264535e-07;1.112777647804819e-09
NEALE2_20002_1191;1.0000014510574642;0.0806806033882232;361141.0;7536058;0.0001772366039195678;Row(beta=0.999978244304657, beta_stderr=1.8720882621892088e-09, intercept=-1.9588276245485758e-07, intercept_stderr=1.165203378228341e-09);0.007712761264703201;57262;0.999978244304657;1.8720882621892088e-09;-1.9588276245485758e-07;1.165203378228341e-09
NEALE2_20002_1192;1.0000006323368116;0.08081715621608614;361141.0;7855696;0.0001330876066179748;Row(beta=0.9999781250953674, beta_stderr=1.8382630972979541e-09, intercept=-1.4556201222148957e-07, intercept_stderr=1.1340769434653453e-09);0.007471616616443319;57831;0.9999781250953674;1.8382630972979541e-09;-1.4556201222148957e-07;1.1340769434653453e-09
NEALE2_20002_1196;0.999994668029009;0.08804385424320092;361141.0;11712339;4.162908344336603e-05;Row(beta=0.9999781847000122, beta_stderr=1.4430486805494525e-09, intercept=-1.5370235928457987e-07, intercept_stderr=8.90347129356428e-10);0.00526168464462511;60546;0.9999781847000122;1.4430486805494525e-09;-1.5370235928457987e-07;8.90347129356428e-10
NEALE2_20002_1197;1.0000026993332085;0.09072102066540508;361141.0;12630672;0.0001403016106761964;Row(beta=0.9999786019325256, beta_stderr=1.4398312542240888e-09, intercept=-3.173482525653526e-07, intercept_stderr=9.196488015561499e-10);0.004924400134140553;60793;0.9999786019325256;1.4398312542240888e-09;-3.173482525653526e-07;9.196488015561499e-10
NEALE2_20002_1202;0.9999972380717626;0.08650391581643456;361141.0;11183696;-3.312376146859784e-05;Row(beta=0.9999781847000122, beta_stderr=1.5308174727834967e-09, intercept=-1.722694094041799e-07, intercept_stderr=9.489660168782166e-10);0.005484309090137862;60380;0.9999781847000122;1.5308174727834967e-09;-1.722694094041799e-07;9.489660168782166e-10
NEALE2_20002_1220;0.999993171593176;0.09297783731000725;361141.0;13579929;0.0002201648570730313;Row(beta=1.0000321865081787, beta_stderr=3.1012106660455174e-08, intercept=-2.59831558651058e-05, intercept_stderr=2.5100266753952383e-08);0.004642444256415768;60990;1.0000321865081787;3.1012106660455174e-08;-2.59831558651058e-05;2.5100266753952383e-08
NEALE2_20002_1224;0.9999987203357481;0.08516452045097084;361141.0;10722738;8.680702527352868e-05;Row(beta=0.9999783039093018, beta_stderr=1.6410106606912223e-09, intercept=-2.0453200022529927e-07, intercept_stderr=1.015736383891408e-09);0.00569875602853135;60219;0.9999783039093018;1.6410106606912223e-09;-2.0453200022529927e-07;1.015736383891408e-09
NEALE2_20002_1225;0.9999977664394372;0.0904335225378998;361141.0;12545771;-0.00035646431025319723;Row(beta=1.0002645254135132, beta_stderr=5.403775915624465e-08, intercept=-0.00013000672333873808, intercept_stderr=7.06533640482121e-08);0.004953244802018953;60773;1.0002645254135132;5.403775915624465e-08;-0.00013000672333873808;7.06533640482121e-08
NEALE2_20002_1226;0.9999924987920905;0.09299826168565309;361141.0;13586526;7.110926603191712e-05;Row(beta=1.0002248287200928, beta_stderr=4.738437908713422e-08, intercept=-0.0001227993780048564, intercept_stderr=6.828611276432639e-08);0.004641244345697479;60989;1.0002248287200928;4.738437908713422e-08;-0.0001227993780048564;6.828611276432639e-08
NEALE2_20002_1229;0.9999997063445862;0.08070942365239624;361141.0;7314890;-9.648002353551521e-05;Row(beta=0.9999781847000122, beta_stderr=1.8106427468467245e-09, intercept=-1.6744291997383698e-07, intercept_stderr=1.1139307254381947e-09);0.007882648306710666;56801;0.9999781847000122;1.8106427468467245e-09;-1.6744291997383698e-07;1.1139307254381947e-09
NEALE2_20002_1234;0.9999998144083118;0.08070138530513156;361141.0;7721649;0.0005820174370671433;Row(beta=0.9999870657920837, beta_stderr=7.987726924341132e-09, intercept=-3.888628270942718e-06, intercept_stderr=5.286925564007561e-09);0.0075718440550298135;57604;0.9999870657920837;7.987726924341132e-09;-3.888628270942718e-06;5.286925564007561e-09
NEALE2_20002_1240;1.0;0.08061804002661624;361141.0;6992952;0.0007189679154366924;Row(beta=0.9999780654907227, beta_stderr=1.709823393980514e-09, intercept=-1.2002381311049248e-07, intercept_stderr=1.0471445932580536e-09);0.008140916617124308;56075;0.9999780654907227;1.709823393980514e-09;-1.2002381311049248e-07;1.0471445932580536e-09
NEALE2_20002_1242;1.0000010466973415;0.09068191183783153;361141.0;12616334;-0.00047806380776618725;Row(beta=0.9999792575836182, beta_stderr=2.7633688670647416e-09, intercept=-6.059877364350541e-07, intercept_stderr=1.712980868262548e-09);0.004928940819383502;60786;0.9999792575836182;2.7633688670647416e-09;-6.059877364350541e-07;1.712980868262548e-09
NEALE2_20002_1243;0.9999987042495568;0.08193633071867183;361141.0;9104545;6.728114557072737e-05;Row(beta=0.9999781847000122, beta_stderr=1.7304095933923236e-09, intercept=-1.6270982428068237e-07, intercept_stderr=1.0615416323744853e-09);0.006604979047206927;59284;0.9999781847000122;1.7304095933923236e-09;-1.6270982428068237e-07;1.0615416323744853e-09
NEALE2_20002_1247;0.9999961110505637;0.087461296784403;361141.0;11514787;-0.00034927230845988125;Row(beta=0.9999781847000122, beta_stderr=1.4799564906908813e-09, intercept=-1.587929432389501e-07, intercept_stderr=9.070378892417352e-10);0.0053419459202715125;60485;0.9999781847000122;1.4799564906908813e-09;-1.587929432389501e-07;9.070378892417352e-10
NEALE2_20002_1249;1.0000006311490335;0.08114115645146458;361141.0;8361086;-0.000503041644667927;Row(beta=0.9999780654907227, beta_stderr=1.7958905473847153e-09, intercept=-1.2225858370129572e-07, intercept_stderr=1.0916938464333725e-09);0.007102484073294762;58524;0.9999780654907227;1.7958905473847153e-09;-1.2225858370129572e-07;1.0916938464333725e-09
NEALE2_20002_1250;0.9999999999999999;0.08190252036833624;361141.0;9081404;0.0003352460514497934;Row(beta=0.9999781847000122, beta_stderr=1.741599642279823e-09, intercept=-1.714858655077478e-07, intercept_stderr=1.075190714239227e-09);0.006619879453543282;59266;0.9999781847000122;1.741599642279823e-09;-1.714858655077478e-07;1.075190714239227e-09
NEALE2_20002_1254;1.0000002598106124;0.08105865677147907;361141.0;8164770;0.00015641328251357703;Row(beta=0.9999781847000122, beta_stderr=1.8074874930107399e-09, intercept=-1.5361091243448755e-07, intercept_stderr=1.1171796820974578e-09);0.0072420708285663325;58268;0.9999781847000122;1.8074874930107399e-09;-1.5361091243448755e-07;1.1171796820974578e-09
NEALE2_20002_1256;0.9999994651823422;0.08082033364474814;361141.0;7845185;0.0006904991414749673;Row(beta=0.9999781250953674, beta_stderr=1.8444415994522956e-09, intercept=-1.326635583609459e-07, intercept_stderr=1.132392735136989e-09);0.007479722043510361;57816;0.9999781250953674;1.8444415994522956e-09;-1.326635583609459e-07;1.132392735136989e-09
NEALE2_20002_1257;0.999995964147602;0.08568955711113392;361141.0;10916133;-8.674893099553185e-05;Row(beta=0.9999781847000122, beta_stderr=1.5441258272019809e-09, intercept=-1.6295095406348992e-07, intercept_stderr=9.56958956521703e-10);0.005605797750501967;60283;0.9999781847000122;1.5441258272019809e-09;-1.6295095406348992e-07;9.56958956521703e-10
NEALE2_20002_1258;0.9999987343426926;0.08071696460153636;361141.0;7300735;-0.00014123922888673696;Row(beta=0.9999781847000122, beta_stderr=1.8026804493587179e-09, intercept=-1.649702880968107e-07, intercept_stderr=1.1090141027736422e-09);0.007894332877077278;56775;0.9999781847000122;1.8026804493587179e-09;-1.649702880968107e-07;1.1090141027736422e-09
NEALE2_20002_1262;1.00000087078362;0.08368936280818609;361141.0;10069723;-0.000557685669858968;Row(beta=0.999978244304657, beta_stderr=1.8530660339521887e-09, intercept=-1.9612505752775178e-07, intercept_stderr=1.151711170876979e-09);0.0060367291764567965;59940;0.999978244304657;1.8530660339521887e-09;-1.9612505752775178e-07;1.151711170876979e-09
NEALE2_20002_1265;1.0000014926453469;0.09296156221685803;361141.0;13571452;-0.00012554930518814716;Row(beta=0.9999804496765137, beta_stderr=3.3964513423967446e-09, intercept=-1.1496309753056266e-06, intercept_stderr=2.2246715580820364e-09);0.00464391688005537;60990;0.9999804496765137;3.3964513423967446e-09;-1.1496309753056266e-06;2.2246715580820364e-09
NEALE2_20002_1275;1.0000018643138222;0.08356473266822356;361141.0;10015536;-0.00034124002532969985;Row(beta=0.999978244304657, beta_stderr=1.7884742575802193e-09, intercept=-1.9263308104200405e-07, intercept_stderr=1.1055282245209241e-09);0.0060657051225256435;59904;0.999978244304657;1.7884742575802193e-09;-1.9263308104200405e-07;1.1055282245209241e-09
NEALE2_20002_1279;0.999997742973789;0.08298891724316965;361141.0;9762681;0.00017140840871244812;Row(beta=0.9999783039093018, beta_stderr=1.745078082038276e-09, intercept=-2.0709346415515029e-07, intercept_stderr=1.0778168357816753e-09);0.006208564426204594;59767;0.9999783039093018;1.745078082038276e-09;-2.0709346415515029e-07;1.0778168357816753e-09
NEALE2_20002_1282;1.0000002794602363;0.08082566487597963;361141.0;7865613;-6.147631872253361e-05;Row(beta=0.9999781847000122, beta_stderr=1.886135025941371e-09, intercept=-1.7458830825489713e-07, intercept_stderr=1.1650942433050204e-09);0.007464233049957341;57847;0.9999781847000122;1.886135025941371e-09;-1.7458830825489713e-07;1.1650942433050204e-09
NEALE2_20002_1286;0.9999999087003362;0.09301562475294722;361141.0;13591565;6.762161083221007e-05;Row(beta=0.9999787211418152, beta_stderr=1.4593853903122067e-09, intercept=-3.775392656280019e-07, intercept_stderr=9.545656487475185e-10);0.004640460908320577;60990;0.9999787211418152;1.4593853903122067e-09;-3.775392656280019e-07;9.545656487475185e-10
NEALE2_20002_1287;0.9999949682476809;0.0928812521048463;361141.0;13532138;0.00015537097492468487;Row(beta=0.9999783039093018, beta_stderr=1.2975953644911442e-09, intercept=-2.136924308615562e-07, intercept_stderr=8.130086603941322e-10);0.004653016556706713;60988;0.9999783039093018;1.2975953644911442e-09;-2.136924308615562e-07;8.130086603941322e-10
NEALE2_20002_1288;0.9999993581662892;0.08319173931768661;361141.0;9840693;-0.00018812244198395878;Row(beta=0.9999781847000122, beta_stderr=1.734131283015472e-09, intercept=-1.6793416079963208e-07, intercept_stderr=1.0623023571909584e-09);0.006163948752617607;59812;0.9999781847000122;1.734131283015472e-09;-1.6793416079963208e-07;1.0623023571909584e-09
NEALE2_20002_1290;1.0000009848138995;0.0810132806114599;361141.0;8003369;0.0007213433420947842;Row(beta=0.9999781250953674, beta_stderr=1.8287648062553785e-09, intercept=-1.4343697785079712e-07, intercept_stderr=1.1222782703157463e-09);0.007361366344257114;58052;0.9999781250953674;1.8287648062553785e-09;-1.4343697785079712e-07;1.1222782703157463e-09
NEALE2_20002_1291;1.0000022941078355;0.0853817443308466;361141.0;10808910;-0.00022805888819866856;Row(beta=0.9999783635139465, beta_stderr=1.6508880928967073e-09, intercept=-2.417120867903577e-07, intercept_stderr=1.0414217266330184e-09);0.0056560481613360065;60239;0.9999783635139465;1.6508880928967073e-09;-2.417120867903577e-07;1.0414217266330184e-09
