study_id;median_N;se_N;N;total_SNP;mean_beta;result_lin_reg;delta_prop;over_threshold;beta_PZ;se_beta_PZ;intercept_PZ;se_intercept_PZ
FINNGEN_R6_AB1_AMOEBIASIS;0.9999983182731146;0.06687312480651651;234539.0;6217600;-0.0008508960981728637;Row(beta=0.9999969601631165, beta_stderr=3.6933241176484444e-07, intercept=8.155089403771854e-07, intercept_stderr=2.2457103909800935e-07);0.00018141901438477217;1085;0.9999969601631165;3.6933241176484444e-07;8.155089403771854e-07;2.2457103909800935e-07
FINNGEN_R6_AB1_ATYPICAL_CNS_VIRUS;0.9999971692196724;0.06758313422787889;259186.0;7179350;0.0002266487091449934;Row(beta=0.9999964833259583, beta_stderr=3.416156175717333e-07, intercept=8.184456419257913e-07, intercept_stderr=2.0968192870896019e-07);0.00016147649234211504;1114;0.9999964833259583;3.416156175717333e-07;8.184456419257913e-07;2.0968192870896019e-07
FINNGEN_R6_AB1_BACT_BIR_OTHER_INF_AGENTS;0.9999977223042665;0.1026509295922326;260405.0;11228046;0.0001910529044857663;Row(beta=0.999998927116394, beta_stderr=2.757049060164718e-07, intercept=2.8995796697017795e-07, intercept_stderr=1.6954030002125364e-07);0.00010922064088234528;1165;0.999998927116394;2.757049060164718e-07;2.8995796697017795e-07;1.6954030002125364e-07
FINNGEN_R6_AB1_BACT_INTEST_OTH;0.9999999228574727;0.08507915072998093;237769.0;12560570;-0.00013930482215377456;Row(beta=0.999997615814209, beta_stderr=2.6023641908068385e-07, intercept=6.403562906598381e-07, intercept_stderr=1.6113325784772314e-07);9.991410967108053e-05;1172;0.999997615814209;2.6023641908068385e-07;6.403562906598381e-07;1.6113325784772314e-07
FINNGEN_R6_AB1_CHLAMYDIA_OTHER;0.9999973151510555;0.07002943756521655;254601.0;10664769;-0.00021138547398451876;Row(beta=0.9999980926513672, beta_stderr=2.8177441890875343e-07, intercept=6.614619678657618e-07, intercept_stderr=1.7444243383124558e-07);0.00011435247444300857;1163;0.9999980926513672;2.8177441890875343e-07;6.614619678657618e-07;1.7444243383124558e-07
FINNGEN_R6_AB1_CHOLERA;0.9999970283398716;0.05425307727791479;235386.0;10169620;-0.0006095996939903887;Row(beta=0.9999974370002747, beta_stderr=2.867316197807668e-07, intercept=2.4363350803469075e-07, intercept_stderr=1.7760625325990986e-07);0.00011914168600918565;1158;0.9999974370002747;2.867316197807668e-07;2.4363350803469075e-07;1.7760625325990986e-07
FINNGEN_R6_AB1_CMV;0.9999984198451377;0.08113768107001344;254447.0;8256080;0.00022019082421683743;Row(beta=0.999999463558197, beta_stderr=3.1957071655597247e-07, intercept=3.793205394231336e-07, intercept_stderr=1.956076687292807e-07);0.0001430003956807065;1133;0.999999463558197;3.1957071655597247e-07;3.793205394231336e-07;1.956076687292807e-07
FINNGEN_R6_AB1_EARLY_SYPHILIS;1.0000000970558023;0.1195634800998376;253537.0;7326507;-5.128164076035361e-06;Row(beta=0.9999982118606567, beta_stderr=3.371365266957582e-07, intercept=2.86411761862837e-07, intercept_stderr=2.0919756593684724e-07);0.00015897356776749114;1119;0.9999982118606567;3.371365266957582e-07;2.86411761862837e-07;2.0919756593684724e-07
FINNGEN_R6_AB1_ERYSIPELAS;0.9999989595623752;0.11704487713604884;246915.0;15424956;-1.104665452528919e-05;Row(beta=0.9999973177909851, beta_stderr=2.3467913479180424e-07, intercept=7.745309744677797e-07, intercept_stderr=1.518149304047256e-07);8.881198495309673e-05;1188;0.9999973177909851;2.3467913479180424e-07;7.745309744677797e-07;1.518149304047256e-07
FINNGEN_R6_AB1_GASTROENTERITIS_NOS;0.9999963150076818;0.10324692835563058;253023.0;15931127;-1.0151824162600088e-08;Row(beta=0.9999977350234985, beta_stderr=2.3720710373709153e-07, intercept=4.630066996469395e-07, intercept_stderr=1.5261551311596122e-07);8.712115531033218e-05;1185;0.9999977350234985;2.3720710373709153e-07;4.630066996469395e-07;1.5261551311596122e-07
FINNGEN_R6_AB1_GHLAMY_OTHER;1.000000671599046;0.0257529502078123;260379.0;7368636;0.00029872368644625507;Row(beta=0.9999971389770508, beta_stderr=3.406087500934518e-07, intercept=5.384471819525061e-07, intercept_stderr=2.0783507181931782e-07);0.0001579232332055775;1118;0.9999971389770508;3.406087500934518e-07;5.384471819525061e-07;2.0783507181931782e-07
FINNGEN_R6_AB1_HELMINTIASES;0.9999974252843028;0.06785616177890069;260405.0;8027670;9.112321757119161e-05;Row(beta=0.9999967813491821, beta_stderr=3.2209595701715443e-07, intercept=8.942512295107008e-07, intercept_stderr=1.986716711144254e-07);0.00014649265570943124;1129;0.9999967813491821;3.2209595701715443e-07;8.942512295107008e-07;1.986716711144254e-07
FINNGEN_R6_AB1_HEPATITIS_A;0.9999980206427888;0.07575536932229311;259022.0;6061691;0.0007591698686058591;Row(beta=0.9999985694885254, beta_stderr=3.731829281150567e-07, intercept=6.450877094721363e-07, intercept_stderr=2.282561695210461e-07);0.0001855595882086314;1082;0.9999985694885254;3.731829281150567e-07;6.450877094721363e-07;2.282561695210461e-07
FINNGEN_R6_AB1_HEPATITIS_B;0.9999984024292926;0.08726641487942646;259009.0;5792158;8.088601864835037e-06;Row(beta=0.9999982714653015, beta_stderr=3.8284704828583926e-07, intercept=7.013986191850563e-07, intercept_stderr=2.3533085879989812e-07);0.00019301483613201855;1076;0.9999982714653015;3.8284704828583926e-07;7.013986191850563e-07;2.3533085879989812e-07
FINNGEN_R6_AB1_HIV_NOS;0.999999088216725;0.13228018019512908;260182.0;7190959;-0.000876416852049699;Row(beta=0.9999987483024597, beta_stderr=3.417186462684185e-07, intercept=4.214670070723514e-07, intercept_stderr=2.0926378851982008e-07);0.00016136286934730673;1115;0.9999987483024597;3.417186462684185e-07;4.214670070723514e-07;2.0926378851982008e-07
FINNGEN_R6_AB1_MALARIA;0.9999988920737939;0.07269278758421371;260108.0;6133330;0.00030329241537638426;Row(beta=0.999998927116394, beta_stderr=3.702835442709329e-07, intercept=2.866021873160207e-07, intercept_stderr=2.280022641798496e-07);0.00018356317997191804;1083;0.999998927116394;3.702835442709329e-07;2.866021873160207e-07;2.280022641798496e-07
FINNGEN_R6_AB1_MEASLES;0.9999976779918464;0.06771175919619865;252162.0;7525306;0.0003100870250326025;Row(beta=0.9999974966049194, beta_stderr=3.330544871005259e-07, intercept=7.676642894693941e-07, intercept_stderr=2.0513398624188994e-07);0.00015535228031693526;1123;0.9999974966049194;3.330544871005259e-07;7.676642894693941e-07;2.0513398624188994e-07
FINNGEN_R6_AB1_MYCOSES;1.0000025433767632;0.08975031738175478;260405.0;13401105;0.0001916327250625806;Row(beta=0.9999971389770508, beta_stderr=2.53977304964792e-07, intercept=8.396301609536749e-07, intercept_stderr=1.5739591674446274e-07);9.572218607677293e-05;1177;0.9999971389770508;2.53977304964792e-07;8.396301609536749e-07;1.5739591674446274e-07
FINNGEN_R6_AB1_OTHER_BACTERIAL;0.9999939351686722;0.11359601032228438;260405.0;16140440;0.00011672976387258212;Row(beta=0.9999982118606567, beta_stderr=2.4205650106523535e-07, intercept=4.593395601659722e-07, intercept_stderr=1.5462495639440021e-07);8.678698157288839e-05;1188;0.9999982118606567;2.4205650106523535e-07;4.593395601659722e-07;1.5462495639440021e-07
FINNGEN_R6_AB1_OTHER_CONDITIONS;0.9999990605815247;0.13085371767259174;260375.0;8495589;-0.00030386682783262094;Row(beta=0.9999980330467224, beta_stderr=3.143807134620147e-07, intercept=4.0437083725919365e-07, intercept_stderr=1.940949800882663e-07);0.0001390383991415698;1133;0.9999980330467224;3.143807134620147e-07;4.0437083725919365e-07;1.940949800882663e-07
FINNGEN_R6_AB1_OTHER_INFECTIONS;0.9999991447407888;0.09134286684925982;260405.0;10936599;0.00023910398836056066;Row(beta=0.9999983310699463, beta_stderr=2.7960007287219923e-07, intercept=5.766787012362329e-07, intercept_stderr=1.7143642594419362e-07);0.00011188551681841;1165;0.9999983310699463;2.7960007287219923e-07;5.766787012362329e-07;1.7143642594419362e-07
FINNGEN_R6_AB1_OTHER_MYCOBAC;0.9999963333406867;0.07606927181065248;234987.0;7665668;0.0005100751180458843;Row(beta=0.9999979138374329, beta_stderr=3.317626351417857e-07, intercept=7.309562306545558e-07, intercept_stderr=2.0400047162638657e-07);0.00015266632275996806;1124;0.9999979138374329;3.317626351417857e-07;7.309562306545558e-07;2.0400047162638657e-07
FINNGEN_R6_AB1_OTHER_PROTOZOAL;1.000000772584924;0.06723886960518394;234612.0;7174184;0.00015518616751404997;Row(beta=0.9999979138374329, beta_stderr=3.440983391556074e-07, intercept=4.6919089413677284e-07, intercept_stderr=2.100463376564221e-07);0.00016173744601922078;1115;0.9999979138374329;3.440983391556074e-07;4.6919089413677284e-07;2.100463376564221e-07
FINNGEN_R6_AB1_OTHER_SEPSIS;0.999996694022479;0.1058379934596112;241268.0;14151569;0.000523087883753254;Row(beta=0.9999991059303284, beta_stderr=2.482628929101338e-07, intercept=2.4381765229009034e-07, intercept_stderr=1.542380374530694e-07);9.247727221878332e-05;1178;0.9999991059303284;2.482628929101338e-07;2.4381765229009034e-07;1.542380374530694e-07
FINNGEN_R6_AB1_OTHER_SPIROCHAETAL;0.999993000896452;0.08495631412137125;260405.0;10869827;-0.0004590476738957814;Row(beta=0.9999974370002747, beta_stderr=2.769845650618663e-07, intercept=7.682055525037867e-07, intercept_stderr=1.7195993962104694e-07);0.00011233015135401296;1163;0.9999974370002747;2.769845650618663e-07;7.682055525037867e-07;1.7195993962104694e-07
FINNGEN_R6_AB1_OTHER_VIRAL;0.9999955497940569;0.09005663098121172;260405.0;14063837;0.00018273016673897184;Row(beta=0.9999985694885254, beta_stderr=2.4944162646534096e-07, intercept=3.8661306689391495e-07, intercept_stderr=1.5485422011352057e-07);9.282897726659324e-05;1178;0.9999985694885254;2.4944162646534096e-07;3.8661306689391495e-07;1.5485422011352057e-07
FINNGEN_R6_AB1_PNEUMOCYSTOSIS;0.9999966552325531;0.0861549867771433;260187.0;7179255;-0.0009802633894462948;Row(beta=0.9999980926513672, beta_stderr=3.4266807347194117e-07, intercept=3.056773323351081e-07, intercept_stderr=2.093755995247193e-07);0.00016133397248451273;1113;0.9999980926513672;3.4266807347194117e-07;3.056773323351081e-07;2.093755995247193e-07
FINNGEN_R6_AB1_RESP_TUBERCU_CONF;1.0000012472960982;0.10424742831539686;259213.0;8234805;0.0002892396869143375;Row(beta=0.9999986886978149, beta_stderr=3.201120080120745e-07, intercept=3.0514971172124206e-07, intercept_stderr=1.9633080228231847e-07);0.00014336141133425694;1133;0.9999986886978149;3.201120080120745e-07;3.0514971172124206e-07;1.9633080228231847e-07
FINNGEN_R6_AB1_RESP_TUBERCU_NONCONF;0.9999958049473793;0.09990094672427449;259714.0;9906252;0.00010206328488311134;Row(beta=0.9999989867210388, beta_stderr=2.8847770749962365e-07, intercept=3.6007918424729723e-07, intercept_stderr=1.7901753324167657e-07);0.00012210316313679122;1157;0.9999989867210388;2.8847770749962365e-07;3.6007918424729723e-07;1.7901753324167657e-07
FINNGEN_R6_AB1_RUBELLA;0.9999985466126684;0.15728520053277062;252593.0;9486416;-0.0001333546146405672;Row(beta=0.9999978542327881, beta_stderr=2.980707733968302e-07, intercept=3.9331820289589814e-07, intercept_stderr=1.8376060495484126e-07);0.0001264934817875808;1149;0.9999978542327881;2.980707733968302e-07;3.9331820289589814e-07;1.8376060495484126e-07
FINNGEN_R6_AB1_SALMONELLA_OTH;0.9999999848193308;0.07415647321488206;235151.0;9662846;-2.0872382732814133e-05;Row(beta=0.9999966621398926, beta_stderr=2.9362536224653013e-07, intercept=1.1528053391884896e-06, intercept_stderr=1.810786898204242e-07);0.0001244533271369777;1151;0.9999966621398926;2.9362536224653013e-07;1.1528053391884896e-06;1.810786898204242e-07
FINNGEN_R6_AB1_SCHISTOSOMIASIS;1.000000785860911;0.06460837901028885;260405.0;7935585;-5.226406244786843e-05;Row(beta=0.9999984502792358, beta_stderr=3.226481908313872e-07, intercept=2.7566682092583505e-07, intercept_stderr=1.9979955823146156e-07);0.00014818301245170435;1129;0.9999984502792358;3.226481908313872e-07;2.7566682092583505e-07;1.9979955823146156e-07
FINNGEN_R6_AB1_SEPSIS;1.0000017283601361;0.10766233549647748;242218.0;14471756;0.00043877846337382577;Row(beta=0.9999987483024597, beta_stderr=2.466263424594217e-07, intercept=2.395614444594685e-07, intercept_stderr=1.532874307486054e-07);9.13964352911689e-05;1180;0.9999987483024597;2.466263424594217e-07;2.395614444594685e-07;1.532874307486054e-07
FINNGEN_R6_AB1_SEQULAE_INF_NOS;0.999997646711983;0.08404063148253955;259923.0;10461534;-0.00041207403235519747;Row(beta=0.9999979138374329, beta_stderr=2.853768421573477e-07, intercept=6.528093194901885e-07, intercept_stderr=1.7502298987892573e-07);0.00011605215598170762;1159;0.9999979138374329;2.853768421573477e-07;6.528093194901885e-07;1.7502298987892573e-07
FINNGEN_R6_AB1_SEQULAE_TUBERCU;1.000000352067583;0.08866370162171054;259150.0;8383328;0.0006012491256457069;Row(beta=0.9999970197677612, beta_stderr=3.158599497510295e-07, intercept=9.149023867394135e-07, intercept_stderr=1.9489999658617307e-07);0.0001408680455571984;1133;0.9999970197677612;3.158599497510295e-07;9.149023867394135e-07;1.9489999658617307e-07
FINNGEN_R6_AB1_SEXUAL_TRANSMISSION;0.9999972700912085;0.07656798768235853;260405.0;14340439;-3.6056553777782984e-05;Row(beta=1.0000001192092896, beta_stderr=2.1487183232693496e-07, intercept=-3.338247722695087e-07, intercept_stderr=1.4666976255739428e-07);9.181229051184222e-05;1179;1.0000001192092896;2.1487183232693496e-07;-3.338247722695087e-07;1.4666976255739428e-07
FINNGEN_R6_AB1_SEXUAL_TRANSMISSION_NOS;0.9999981147749324;0.06627758279650138;257080.0;12827302;-0.0002352560195433643;Row(beta=1.000002145767212, beta_stderr=2.0083729168618447e-07, intercept=-1.2930844377478934e-06, intercept_stderr=1.4648252033566678e-07);9.841421393219739e-05;1173;1.000002145767212;2.0083729168618447e-07;-1.2930844377478934e-06;1.4648252033566678e-07
FINNGEN_R6_AB1_SPIROCHE_OTHER;1.0000006105070578;0.08620441320541518;260349.0;10796067;-0.0004613902164556262;Row(beta=0.999997079372406, beta_stderr=2.785302513075294e-07, intercept=7.940170689835213e-07, intercept_stderr=1.7259522167023533e-07);0.00011304433447164993;1163;0.999997079372406;2.785302513075294e-07;7.940170689835213e-07;1.7259522167023533e-07
FINNGEN_R6_AB1_STREPTO_SEPSIS;0.9999999982942754;0.10246354020774931;236071.0;10752948;0.0004077698869184565;Row(beta=0.9999974966049194, beta_stderr=2.8162702392364736e-07, intercept=8.643180535727879e-07, intercept_stderr=1.7277369579460355e-07);0.00011327517760347776;1161;0.9999974966049194;2.8162702392364736e-07;8.643180535727879e-07;1.7277369579460355e-07
FINNGEN_R6_AB1_SYPHILIS;0.999998466914149;0.1072449308064828;253768.0;8735357;0.0001824381556471922;Row(beta=0.9999988675117493, beta_stderr=3.0769032832722587e-07, intercept=2.7899238830286777e-07, intercept_stderr=1.9082141022863652e-07);0.00013611343837231253;1140;0.9999988675117493;3.0769032832722587e-07;2.7899238830286777e-07;1.9082141022863652e-07
FINNGEN_R6_AB1_TOXOPLASMOSIS;0.9999965646717922;0.05931939599147874;260117.0;6288710;-0.0013009916055916997;Row(beta=0.9999979734420776, beta_stderr=3.648926281130116e-07, intercept=1.0594854416012822e-07, intercept_stderr=2.247005568278837e-07);0.00018069371175963934;1093;0.9999979734420776;3.648926281130116e-07;1.0594854416012822e-07;2.247005568278837e-07
FINNGEN_R6_AB1_TUBERCU_OTH_ORG;0.9999968446876935;0.07846681171203775;259311.0;8703895;0.00021737750053279467;Row(beta=0.9999972581863403, beta_stderr=3.124306431345758e-07, intercept=5.708488401978684e-07, intercept_stderr=1.9093286596216785e-07);0.0001363586255817409;1138;0.9999972581863403;3.124306431345758e-07;5.708488401978684e-07;1.9093286596216785e-07
FINNGEN_R6_AB1_VARICELLA;0.9999993330255332;0.11366310926647619;252778.0;9929439;5.7727939111153904e-05;Row(beta=0.9999983310699463, beta_stderr=2.907659677475749e-07, intercept=6.520732540593599e-07, intercept_stderr=1.7883381531191844e-07);0.00012193096959233254;1158;0.9999983310699463;2.907659677475749e-07;6.520732540593599e-07;1.7883381531191844e-07
FINNGEN_R6_AB1_VIRAL_CNS;0.9999978351254336;0.07181994665979903;260405.0;10854562;-0.00024431603228214284;Row(beta=0.9999973773956299, beta_stderr=2.7856509632329107e-07, intercept=4.60304448779425e-07, intercept_stderr=1.717432951409137e-07);0.00011228284367471864;1161;0.9999973773956299;2.7856509632329107e-07;4.60304448779425e-07;1.717432951409137e-07
FINNGEN_R6_AB1_VIRAL_ENCEPHALITIS_NOS;0.9999988346146432;0.08398540060258877;259335.0;8277780;-0.0004992716078467707;Row(beta=0.9999991655349731, beta_stderr=3.1996734151107376e-07, intercept=4.766816914525407e-07, intercept_stderr=1.9609392154507077e-07);0.00014250824583931314;1132;0.9999991655349731;3.1996734151107376e-07;4.766816914525407e-07;1.9609392154507077e-07
FINNGEN_R6_AB1_VIRAL_HEMOR_FEVER_NOS;1.0000019258193535;0.10293607393294119;260039.0;10859584;-0.00012516246294517108;Row(beta=0.9999982118606567, beta_stderr=2.6827152055375336e-07, intercept=6.451988383560092e-07, intercept_stderr=1.6945382697031164e-07);0.00011242783906636364;1163;0.9999982118606567;2.6827152055375336e-07;6.451988383560092e-07;1.6945382697031164e-07
FINNGEN_R6_AB1_VIRAL_HEPATITIS;0.9999942203371924;0.09917523208835524;260405.0;10957650;7.463812587557297e-05;Row(beta=0.9999967217445374, beta_stderr=2.789489315091487e-07, intercept=7.633684049324074e-07, intercept_stderr=1.723765450378778e-07);0.0001116863196241971;1165;0.9999967217445374;2.789489315091487e-07;7.633684049324074e-07;1.723765450378778e-07
FINNGEN_R6_AB1_VIRAL_MENINGITIS;0.9999983809665078;0.06134953222351404;259668.0;9522599;-0.00020457322627995074;Row(beta=0.9999983906745911, beta_stderr=2.97897088330501e-07, intercept=3.9615804325876525e-07, intercept_stderr=1.8263583001498773e-07);0.00012602120775698374;1149;0.9999983906745911;2.97897088330501e-07;3.9615804325876525e-07;1.8263583001498773e-07
FINNGEN_R6_AB1_VIRAL_NOS;0.9999943521664095;0.08531392725619569;257860.0;12827263;0.0003341189519540984;Row(beta=0.9999971985816956, beta_stderr=2.578777014150546e-07, intercept=6.942430559320201e-07, intercept_stderr=1.596358600863823e-07);9.849773337754266e-05;1174;0.9999971985816956;2.578777014150546e-07;6.942430559320201e-07;1.596358600863823e-07
FINNGEN_R6_AB1_VIRAN_CNS_INFECTIONS_NOS;1.0000000000000002;0.06868744624303874;259223.0;7518736;-0.00039212917038190174;Row(beta=0.9999983906745911, beta_stderr=3.3732499105099123e-07, intercept=5.97360326537455e-07, intercept_stderr=2.0375424014673627e-07);0.00015548553091524487;1123;0.9999983906745911;3.3732499105099123e-07;5.97360326537455e-07;2.0375424014673627e-07
FINNGEN_R6_AB1_WHOOPCOUGH;0.999997229221731;0.055232926936653;234863.0;6322217;0.0010157214138648125;Row(beta=0.9999992847442627, beta_stderr=3.6148216508991027e-07, intercept=-3.5257627928331203e-07, intercept_stderr=2.236466514204949e-07);0.00017990308255874147;1094;0.9999992847442627;3.6148216508991027e-07;-3.5257627928331203e-07;2.236466514204949e-07
FINNGEN_R6_ABDOM_HERNIA_POSTOP;0.9999983667884745;0.09891634435245877;163040.0;12418622;0.00018871183694941547;Row(beta=0.9999988675117493, beta_stderr=2.594389059140667e-07, intercept=2.1147165796264744e-07, intercept_stderr=1.626164731760582e-07);0.00010091372083341829;1173;0.9999988675117493;2.594389059140667e-07;2.1147165796264744e-07;1.626164731760582e-07
FINNGEN_R6_ACUTE_DRUGADVERS_INTERSTITIAL_LUNG_DISORD;1.0000000000000002;0.07185153312258039;260405.0;6305365;0.000581989174298428;Row(beta=0.9999995231628418, beta_stderr=3.639143812961265e-07, intercept=3.140332864859374e-07, intercept_stderr=2.2341522765145783e-07);0.00018021624630498986;1093;0.9999995231628418;3.639143812961265e-07;3.140332864859374e-07;2.2341522765145783e-07
FINNGEN_R6_AD_AM;0.9999954440497619;0.09684667901916522;256848.0;10161921;-0.00019416957581140713;Row(beta=0.9999972581863403, beta_stderr=2.868967499125574e-07, intercept=7.691892847105919e-07, intercept_stderr=1.7725085399433738e-07);0.00011912658079531253;1157;0.9999972581863403;2.868967499125574e-07;7.691892847105919e-07;1.7725085399433738e-07
FINNGEN_R6_AD_AM_EXMORE;0.9999977641491324;0.10126175212784927;132048.0;10167105;-0.00019273365820456228;Row(beta=0.9999976754188538, beta_stderr=2.85746921235841e-07, intercept=5.215111968936981e-07, intercept_stderr=1.770182080917948e-07);0.00011854616709473289;1152;0.9999976754188538;2.85746921235841e-07;5.215111968936981e-07;1.770182080917948e-07
FINNGEN_R6_AD_EO;0.9999966174378335;0.08566985854711069;256572.0;9580601;-0.00014750697685871777;Row(beta=0.9999975562095642, beta_stderr=2.9002669066358067e-07, intercept=6.364875844155904e-07, intercept_stderr=1.8020686809450126e-07);0.0001252777180222083;1149;0.9999975562095642;2.9002669066358067e-07;6.364875844155904e-07;1.8020686809450126e-07
FINNGEN_R6_AD_EO_EXMORE;1.0000014444435008;0.0877079789829895;131783.0;9582744;-0.0001718775707668421;Row(beta=0.9999969005584717, beta_stderr=2.8999463097534317e-07, intercept=9.266489087167429e-07, intercept_stderr=1.8061614071029908e-07);0.00012459600318259398;1143;0.9999969005584717;2.8999463097534317e-07;9.266489087167429e-07;1.8061614071029908e-07
FINNGEN_R6_AD_LO;0.9999997530444138;0.10172076554139729;258981.0;12408642;-3.641188052653219e-05;Row(beta=0.9999976754188538, beta_stderr=2.4393796138610924e-07, intercept=4.3255769810457423e-07, intercept_stderr=1.583445197184119e-07);0.00010078398927128184;1171;0.9999976754188538;2.4393796138610924e-07;4.3255769810457423e-07;1.583445197184119e-07
FINNGEN_R6_AD_LO_EXMORE;0.9999932115367662;0.10608476757210349;134206.0;12421703;-6.074476180921285e-05;Row(beta=0.9999988675117493, beta_stderr=2.439765296458063e-07, intercept=-1.1245015940630765e-07, intercept_stderr=1.58279647166637e-07);0.00010007598552921884;1164;0.9999988675117493;2.439765296458063e-07;-1.1245015940630765e-07;1.58279647166637e-07
FINNGEN_R6_AD_U;0.9999965867159037;0.08535266280115263;256114.0;7483038;-0.00035728588709566005;Row(beta=0.9999988079071045, beta_stderr=3.358365745498304e-07, intercept=1.8264518075739034e-07, intercept_stderr=2.054373879900595e-07);0.0001562181356040189;1123;0.9999988079071045;3.358365745498304e-07;1.8264518075739034e-07;2.054373879900595e-07
FINNGEN_R6_AD_U_EXMORE;1.000006435864797;0.0870420977003831;131311.0;7482745;-0.0004588373985747762;Row(beta=0.999997615814209, beta_stderr=3.3598863069528306e-07, intercept=8.587941806581512e-07, intercept_stderr=2.0526086075278727e-07);0.00015538876265194226;1117;0.999997615814209;3.3598863069528306e-07;8.587941806581512e-07;2.0526086075278727e-07
FINNGEN_R6_ALCOGASTRITIS;0.9999925297307737;0.12921004132342315;260405.0;8197555;-0.00039908543462045224;Row(beta=0.9999979138374329, beta_stderr=3.220418136606895e-07, intercept=4.426011628311244e-07, intercept_stderr=1.9711579568593152e-07);0.0001437436436967459;1131;0.9999979138374329;3.220418136606895e-07;4.426011628311244e-07;1.9711579568593152e-07
FINNGEN_R6_ALCOHOLACUTE10;1.000004282116718;0.12569871329719706;260405.0;12949788;-0.0001584608049182114;Row(beta=0.9999970197677612, beta_stderr=2.5345883614136255e-07, intercept=5.983150117572222e-07, intercept_stderr=1.6041271067024354e-07);9.789516236266767e-05;1175;0.9999970197677612;2.5345883614136255e-07;5.983150117572222e-07;1.6041271067024354e-07
FINNGEN_R6_ALCOHOLMENTAL;0.9999983568845755;0.14062867473132581;260405.0;15358700;-0.000585649967119687;Row(beta=0.999998927116394, beta_stderr=2.2866531423915148e-07, intercept=2.2868060511882504e-07, intercept_stderr=1.5272826203727163e-07);8.878403631559286e-05;1185;0.999998927116394;2.2866531423915148e-07;2.2868060511882504e-07;1.5272826203727163e-07
FINNGEN_R6_ALCOHOL_RELATED;0.9999935662203733;0.1386578865526918;260405.0;15810004;-0.00042033304545664274;Row(beta=0.9999992251396179, beta_stderr=2.2625893336680747e-07, intercept=2.1395760541054187e-07, intercept_stderr=1.5354042659510014e-07);8.760514185353734e-05;1187;0.9999992251396179;2.2625893336680747e-07;2.1395760541054187e-07;1.5354042659510014e-07
FINNGEN_R6_ALCOLIVER;0.9999946734202799;0.12802524497981038;260405.0;11253196;-0.0002783111242353616;Row(beta=0.9999982714653015, beta_stderr=2.694216334475641e-07, intercept=1.694609892410881e-07, intercept_stderr=1.6915589640120743e-07);0.0001089993207424304;1165;0.9999982714653015;2.694216334475641e-07;1.694609892410881e-07;1.6915589640120743e-07
FINNGEN_R6_ALCOPANCACU;0.9999970236182084;0.13361345456312843;260405.0;9279713;0.00021911683260024555;Row(beta=0.999997615814209, beta_stderr=3.016379821474402e-07, intercept=5.264108722258243e-07, intercept_stderr=1.8616836428009265e-07);0.00012914200772399698;1148;0.999997615814209;3.016379821474402e-07;5.264108722258243e-07;1.8616836428009265e-07
FINNGEN_R6_ALCO_PRESCRIPTION;1.0;0.12082323048465658;260405.0;11550529;0.00012493133258225896;Row(beta=0.999997615814209, beta_stderr=2.6947563469548186e-07, intercept=6.452884804275527e-07, intercept_stderr=1.674459326750366e-07);0.0001068500673274248;1169;0.999997615814209;2.6947563469548186e-07;6.452884804275527e-07;1.674459326750366e-07
FINNGEN_R6_ALLERG_ASTHMA;0.9999944340070195;0.09059903123047318;164333.0;13903776;-0.0004533647622055494;Row(beta=0.9999977350234985, beta_stderr=2.3483133304580406e-07, intercept=8.176332357834326e-07, intercept_stderr=1.5449852241999906e-07);9.390152833270256e-05;1183;0.9999977350234985;2.3483133304580406e-07;8.176332357834326e-07;1.5449852241999906e-07
FINNGEN_R6_AMN2;0.9999971486366281;0.06915670289914844;251052.0;11011480;-0.0005999698623617871;Row(beta=0.9999971389770508, beta_stderr=2.7339888220012654e-07, intercept=6.188251973071601e-07, intercept_stderr=1.712387955876693e-07);0.00011118518154440512;1165;0.9999971389770508;2.7339888220012654e-07;6.188251973071601e-07;1.712387955876693e-07
FINNGEN_R6_APPENDACUT_COMPLIC;0.999998695452764;0.09901527544069955;244571.0;13247224;0.00017309179794949703;Row(beta=0.9999992847442627, beta_stderr=2.540047887578112e-07, intercept=1.998490404275799e-07, intercept_stderr=1.5840595324334572e-07);9.640602281871535e-05;1176;0.9999992847442627;2.540047887578112e-07;1.998490404275799e-07;1.5840595324334572e-07
FINNGEN_R6_APPENDACUT_NOCOMPLIC;0.9999999399366231;0.09999670253690929;254377.0;15657800;-7.119108048385666e-05;Row(beta=0.9999977350234985, beta_stderr=2.354244088564883e-07, intercept=4.812997076442116e-07, intercept_stderr=1.5151790933032316e-07);8.804360435533242e-05;1187;0.9999977350234985;2.354244088564883e-07;4.812997076442116e-07;1.5151790933032316e-07
FINNGEN_R6_APPENDICITIS_BROAD;1.000000188316596;0.10290692455946727;260239.0;15998114;-1.9313337184576334e-05;Row(beta=0.9999982118606567, beta_stderr=2.328758625935734e-07, intercept=2.1698734542496823e-07, intercept_stderr=1.52751596260714e-07);8.70894351270651e-05;1187;0.9999982118606567;2.328758625935734e-07;2.1698734542496823e-07;1.52751596260714e-07
FINNGEN_R6_ARTHRO_SPEC;0.9999967388507506;0.06602549998453848;204194.0;8634203;0.00014048216494323167;Row(beta=0.9999978542327881, beta_stderr=3.081615034261631e-07, intercept=4.97785492825642e-07, intercept_stderr=1.9051611843678984e-07);0.00013684151662914294;1133;0.9999978542327881;3.081615034261631e-07;4.97785492825642e-07;1.9051611843678984e-07
